movie_ID,title,tconst,match_type
1449,The Gingko Bed,tt0141122,1.0
13459,2 Days in the Valley,tt0115438,1.0
16023,Love Is All There Is,tt0116928,1.0
7294,Fools Rush In,tt1090133,1.0
13413,When We Were Kings,tt0118147,1.0
8297,Beyond Silence,tt0116692,1.0
7324,Bio-Dome,tt0115683,1.0
15578,Black Sheep,tt0115697,1.0
17020,Before and After,tt0115645,1.0
5612,Kids in the Hall: Brain Candy,tt0116768,1.0
13689,English Babu Desi Mem,tt0136153,1.0
435,Love Can Seriously Damage Your Health,tt0115536,1.0
15760,100 Years of Horror,tt0166940,1.0
15757,Temptress Moon,tt0116295,1.0
5607,The Hunchback of Notre Dame,tt0241545,1.0
3877,The Lottery,tt0116924,1.0
5367,The Glimmer Man,tt0116421,1.0
9772,The Ogre,tt0118043,1.0
15531,Courage Under Fire,tt0115956,1.0
178,Regular Guys,tt0116164,1.0
5628,The Nutty Professor,tt0117218,1.0
833,White Squall,tt0118158,1.0
7869,Uncle Sam,tt0118025,1.0
5325,Lilies,tt0116882,1.0
6348,Mojave Moon,tt0117070,1.0
3212,George Carlin: George's Best Stuff,tt0249535,1.0
3899,Comrades: Almost a Love Story,tt0117905,1.0
16992,Emma,tt0116191,1.0
16997,Kingpin,tt0116778,1.0
3893,The People vs. Larry Flynt,tt0117318,1.0
13987,Mad Dog Time,tt0116953,1.0
14922,Boys Over Flowers,tt0482107,1.0
13748,The First Wives Club,tt0116313,1.0
13978,The Evening Star,tt0116240,1.0
5413,Fudoh: The New Generation,tt0123092,1.0
7762,Down Periscope,tt0116130,1.0
445,Michael Collins,tt7979074,1.0
13763,Jerry Maguire,tt0116695,1.0
11313,Evita,tt0116250,1.0
5430,Sleepers,tt0117665,1.0
13738,My Fellow Americans,tt0117119,1.0
2512,Trees Lounge,tt0117958,1.0
3721,Sacred Silence,tt0117336,1.0
13984,Timelock,tt0117915,1.0
2318,Moving Target,tt0668676,1.0
7789,Leprechaun 4: In Space,tt0116861,1.0
5394,Andersonville,tt0115097,1.0
17047,If Lucy Fell,tt0116606,1.0
11257,Original Gangstas,tt0117260,1.0
5602,Last Dance,tt0116827,1.0
9985,Foxfire,tt0116353,1.0
3912,Manny & Lo,tt0116985,1.0
7366,Honey and Ashes,tt0117045,1.0
7370,Chris Rock: Bring the Pain,tt0200529,1.0
6556,Romeo + Juliet,tt0117509,1.0
3695,The Secret Agent,tt0117582,1.0
1190,The Late Shift,tt0116835,1.0
15875,Up Close & Personal,tt0118055,1.0
15874,Joyride,tt0239078,1.0
1685,First Option,tt0116312,1.0
13791,Irma Vep,tt0116650,1.0
6360,Tere Mere Sapne,tt2555998,1.0
14888,Ayane's High Kick,tt0167012,1.0
15926,Perfect Love,tt0117296,1.0
7335,Maachis,tt0116950,1.0
7698,Children of the Revolution,tt0115886,1.0
7354,Solo,tt3017856,1.0
4019,Infinity,tt0116635,1.0
770,A Perfect Candidate,tt0117320,1.0
6266,Michael,tt7979040,1.0
13495,Thesis,tt0117883,1.0
5170,The Pallbearer,tt7978900,1.0
5671,Secrets & Lies,tt0117589,1.0
13560,Army,tt0115568,1.0
3326,Chain Reaction,tt0115857,1.0
17147,She's the One,tt7642304,1.0
15831,The Other Side of Sunday,tt0117817,1.0
15826,Twelfth Night,tt0117991,1.0
14795,Celtic Pride,tt0115851,1.0
10925,Mr. Wrong,tt0117102,1.0
5647,Feeling Minnesota,tt0116289,1.0
5300,Kids Return,tt0116767,1.0
6517,Raja Hindustani,tt0117437,1.0
7894,Project: ALF,tt0117397,1.0
15808,Citizen Ruth,tt0115906,1.0
11005,Bed of Roses,tt0115644,1.0
12052,Primal Fear,tt0117381,1.0
9679,Harriet the Spy,tt0116493,1.0
7399,Phenomenon,tt7979062,1.0
7404,Everyone Says I Love You,tt0116242,1.0
17079,High School High,tt0116531,1.0
2573,A Tale of Two Kitties,tt0211657,1.0
1654,"I Love You, I Love You Not",tt0116592,1.0
9396,The Crow: City of Angels,tt0115986,1.0
11863,D3: The Mighty Ducks,tt0116000,1.0
11530,Last Man Standing,tt0116830,1.0
11616,A Summer's Tale,tt0115940,1.0
11528,Ed,tt0116165,1.0
16549,Love Serenade,tt0116930,1.0
17237,Big Bullet,tt0126839,1.0
11829,James and the Giant Peach,tt0116683,1.0
4667,Vampirella,tt0118063,1.0
9124,Underworld,tt0120414,1.0
11623,Martian Successor Nadesico,tt0115263,1.0
11525,Aladdin and the King of Thieves,tt0115491,1.0
2951,Normal Life,tt0117202,1.0
8752,Muppet Treasure Island,tt0117110,1.0
12562,City Hall,tt0115907,1.0
2343,Heck's Way Home,tt0116510,1.0
4441,The Last Supper,tt0360736,1.0
16389,Big Bully,tt0115676,1.0
16388,The Phantom,tt7979084,1.0
6830,The 1964 World's Fair,tt2700382,1.0
12591,Beautiful Girls,tt0115639,1.0
11538,Fetishes,tt0116298,1.0
12908,Faithful,tt0116269,1.0
8764,Happy Gilmore,tt0116483,1.0
4430,Shanghai Grand,tt0117619,1.0
6997,The Adventures of Pinocchio,tt0115472,1.0
6081,Battle Arena Toshinden,tt13905734,1.0
1007,America's Dream,tt0115528,1.0
4724,The Siege at Ruby Ridge,tt0117523,1.0
15124,Independence Day,tt0616643,1.0
15290,The Watermelon Woman,tt0118125,1.0
11148,The Land Before Time IV: Journey Through the Mists,tt0116817,1.0
14342,Lone Star,tt0116905,1.0
2395,Scream,tt0176904,1.0
4332,Sugar: Howling of Angel,tt0284527,1.0
16300,The Great White Hype,tt0116448,1.0
13867,Phat Beach,tt0117332,1.0
14336,Different for Girls,tt0116102,1.0
8616,Passion,tt1255485,1.0
12477,Marley Magic,tt0185457,1.0
14146,The Chamber,tt0115862,1.0
14352,Elvis: The Complete Story,tt0167924,1.0
15286,Diabolique,tt0116095,1.0
11137,Bogus,tt0115725,1.0
305,Jack,tt0116669,1.0
7022,American Buffalo,tt0115530,1.0
1765,First Kid,tt0116311,1.0
8684,Unlikely Angel,tt0118048,1.0
14865,Mary Reilly,tt0117002,1.0
13868,Kansas City,tt0116745,1.0
4704,Fire,tt0116308,1.0
10306,Crossworlds,tt0115985,1.0
1869,Adrenalin: Fear the Rush,tt0115471,1.0
14370,Body Without Soul,tt0115722,1.0
8669,Executive Decision,tt0116253,1.0
3510,Hard Eight,tt0119256,1.0
9172,Idiot Box,tt0116604,1.0
6073,Bulletproof,tt0115783,1.0
14513,Daylight,tt0116040,1.0
4630,House Arrest,tt0125190,1.0
1826,Terminal,tt0117879,1.0
16451,Same River Twice,tt0117546,1.0
14460,Poldark,tt0117353,1.0
15624,Cosi,tt0115951,1.0
2407,Larger Than Life,tt0116823,1.0
4503,Grace of My Heart,tt0116442,1.0
4628,Kolya,tt0116790,1.0
6002,Norma Jean & Marilyn,tt0117201,1.0
283,If These Walls Could Talk,tt0116607,1.0
2243,Alaska,tt0115493,1.0
16504,The Stendhal Syndrome,tt0117658,1.0
16457,A Couch in New York,tt0118018,1.0
6897,Agni Sakshi,tt0115484,1.0
693,The Quest,tt0117420,1.0
6016,Mrs. Winterbourne,tt7978960,1.0
7589,Big Night,tt0115678,1.0
16473,We Remember Marilyn,tt0220851,1.0
16461,The Associate,tt0115580,1.0
12738,Microcosmos,tt0117040,1.0
1822,Good Luck,tt0116439,1.0
12737,In Cold Blood,tt0116619,1.0
12736,The Whole Wide World,tt0118163,1.0
4527,The Cherokee Kid,tt0115875,1.0
12766,It's My Party,tt0113443,1.0
12681,Kodocha,tt0115234,1.0
15616,All Dogs Go to Heaven 2,tt0115509,1.0
16415,The Birdcage,tt0115685,1.0
6973,Mulholland Falls,tt0117107,1.0
14403,The Long Kiss Goodnight,tt0116908,1.0
6978,The Cable Guy,tt0822157,1.0
8794,Caught,tt0115847,1.0
5508,George Carlin: Back in Town,tt0246641,1.0
4621,Drawing Flies,tt0116138,1.0
10960,Bad Moon,tt0115610,1.0
11859,Star Trek: First Contact,tt0117731,1.0
9065,Sunset Park,tt0117784,1.0
1460,Soul of the Game,tt0115631,1.0
1531,The Crucible,tt0115988,1.0
11592,Indian,tt0116630,1.0
3542,Beautiful Thing,tt0115640,1.0
17297,Back to Back,tt0115608,1.0
6864,Curdled,tt0115994,1.0
8840,A Time to Kill,tt0117913,1.0
6958,Neverwhere,tt0115288,1.0
12833,Thinner,tt0117894,1.0
14480,Tin Cup,tt0117918,1.0
8826,The Truth About Cats & Dogs,tt0117979,1.0
15305,Eddie Izzard: Definite Article,tt0116066,1.0
16606,Fear,tt0500919,1.0
4747,Schizopolis,tt0117561,1.0
17625,Multiplicity,tt0117108,1.0
11809,Bob Hope: Hollywood's Brightest Star,tt0235240,1.0
4923,A Very Brady Sequel,tt0118073,1.0
6666,The Frighteners,tt0116365,1.0
1566,Once a Thief,tt0665667,1.0
10123,Broken Arrow,tt0115759,1.0
11424,Zero Woman: Assassin Lovers,tt0229072,1.0
4933,"Pretty Village, Pretty Flame",tt0116860,1.0
78,Jingle All the Way,tt7978772,1.0
6661,That Thing You Do!,tt0117887,1.0
4171,Mars Attacks!,tt0116996,1.0
15561,VeggieTales: The Toy That Saved Christmas,tt2145949,1.0
12317,The Rock,tt0710294,1.0
4896,The Thorn Birds: The Missing Years,tt0117901,1.0
4201,Walking and Talking,tt0118113,1.0
10380,Prisoner of the Mountains,tt0116754,1.0
2285,Unforgettable,tt0118040,1.0
10883,The Titanic,tt0211668,1.0
16130,Carla's Song,tt0115832,1.0
1932,Race the Sun,tt0117427,1.0
15673,The Italians,tt2875018,1.0
9385,Legend of Crystania: The Chaos Ring,tt3633660,1.0
3429,"Goodbye South, Goodbye",tt0117151,1.0
2177,Extreme Measures,tt0116259,1.0
5811,Carried Away,tt0115837,1.0
9389,Striptease,tt0117765,1.0
235,Unhook the Stars,tt0118044,1.0
2174,The Ghost and the Darkness,tt0116409,1.0
10102,Mother,tt0117091,1.0
134,Spirit Lost,tt0117717,1.0
8243,Eddie,tt0116168,1.0
16055,Kissed,tt0116783,1.0
5016,Set It Off,tt0117603,1.0
14154,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,tt0116126,1.0
8215,Spy Hard,tt0117723,1.0
4112,Paris Was a Woman,tt0114093,1.0
5038,American Strays,tt0115531,1.0
8242,Dokken: One Live Night,tt0297861,1.0
6632,Freeway,tt0116361,1.0
4160,Dead Man's Walk,tt0115238,1.0
12273,Johns,tt0116714,1.0
9441,Kazaam,tt0116756,1.0
747,Saber Marionette J,tt0211605,1.0
5788,Sling Blade,tt0117666,1.0
13323,Bitter Sugar,tt0115600,1.0
5786,Village of Dreams,tt0112923,1.0
14173,Ridicule,tt0117477,1.0
1700,Bottle Rocket,tt0115734,1.0
2167,Fly Away Home,tt0116329,1.0
566,Bullet,tt0115781,1.0
1135,Paradise Lost: The Child Murders at Robin Hood Hills,tt0117293,1.0
11174,The War at Home,tt0118117,1.0
14224,A Century of Science Fiction,tt0167820,1.0
966,Young and Dangerous 2,tt0260932,1.0
4285,Flipper,tt0116322,1.0
14594,Dragon from Shaolin,tt0116135,1.0
5874,Element of Doubt,tt0116181,1.0
15601,Gotti,tt0116441,1.0
10341,Ponette,tt0117359,1.0
16667,The Trigger Effect,tt0117965,1.0
7559,Jane Street,tt0122555,1.0
4271,Bound,tt0115736,1.0
3148,The English Patient,tt0116209,1.0
10952,Heaven's Prisoners,tt0116508,1.0
17718,The Delta,tt0116070,1.0
6174,Crash,tt0115964,1.0
15650,Ullathai Allitha,tt2326059,1.0
4795,Sexy and Dangerous,tt0116454,1.0
8554,Yes: Keys to Ascension,tt0404174,1.0
12470,Twister,tt10544064,1.0
9216,Tieta of Agreste,tt0117910,1.0
9222,Dear God,tt0732032,1.0
12459,Fled,tt0116320,1.0
6127,Two If by Sea,tt0118002,1.0
13925,Joe's Apartment,tt0116707,1.0
8570,Suzanne Farrell: Elusive Muse,tt0117793,1.0
15358,Killer Condom,tt0116791,1.0
652,Marvin's Room,tt0116999,1.0
15094,The Stupids,tt0117768,1.0
14241,Ghosts of Mississippi,tt0116410,1.0
5830,Triumph of the Nerds,tt0115398,1.0
15667,Mother Night,tt0117093,1.0
1250,Brassed Off,tt0115744,1.0
2656,Carpool,tt0115836,1.0
86,Iron Monkey 2,tt0172610,1.0
13216,The Juror,tt7978908,1.0
13219,Jane Eyre,tt0116684,1.0
4224,Wish Upon a Star,tt0118178,1.0
16150,Shine,tt0117631,1.0
4214,The Mirror Has Two Faces,tt0117057,1.0
8404,Gulliver's Travels,tt1125862,1.0
1369,Breeders,tt0169642,1.0
6708,The Craft,tt0115963,1.0
16697,I'm Not Rappaport,tt0116601,1.0
16201,Waiting for Guffman,tt0118111,1.0
2971,Burn Up W,tt0158533,1.0
11652,Dunston Checks In,tt0116151,1.0
7142,Barb Wire,tt0115624,1.0
9298,From Dusk Till Dawn,tt0116367,1.0
2968,Alive and Kicking,tt0116631,1.0
14259,Breaking the Waves,tt0115751,1.0
16187,Boys,tt0115742,1.0
14245,Tina Turner: Live in Amsterdam,tt0168225,1.0
8467,Eraser,tt0116213,1.0
14619,Rodgers & Hammerstein: The Sound of Movies,tt0138061,1.0
15375,The Preacher's Wife,tt0117372,1.0
4859,Birdy the Mighty,tt0160979,1.0
1345,Tierra,tt0117909,3.0
7677,Danielle Steel's The Ring,tt0115150,3.0
44,Spitfire Grill,tt0117718,3.0
58,Dragonheart,tt0116136,3.0
17048,Dentist,tt0116075,3.0
13632,Wolverine,tt0115138,3.0
868,La Promesse,tt0117398,3.0
16526,Summer Fling,tt0116833,3.0
6788,Rebound,tt0117450,3.0
9000,Homeward Bound 2: Lost in San Francisco,tt0116552,3.0
16413,Alien Chaser,tt0117396,3.0
6059,Ghatak,tt0116407,3.0
914,R.E.M.: Road Movie,tt0117490,3.0
14705,Tai Chi 2,tt0117821,3.0
226,Henry: Portrait of a Serial Killer 2,tt0116516,3.0
7684,The Jamie Foxx Show: Season 1,,
2607,My Sex Life,,
11392,The Young Poisoner's Handbook,,
3186,Sprung,,
9533,Sorceress II: The Temptress,,
5077,Sworn To Justice,,
209,Star Trek: Deep Space Nine: Season 5,,
6619,Slayers Next DVD Collection,,
7686,Cannibal! The Musical,,
9561,Stories From My Childhood,,
3372,Two Much,,
7296,20th Century Fox: The First 50 Years,,
6249,Sharpe 11: Sharpe's Mission,,
1675,Oasis: There and Then,,
1988,Spin City: Michael J. Fox: His All-Time Favorites: Vol. 2,,
4083,A Girl Called Rosemarie,,
8179,Slaves to the Underground,,
1977,Jay Jay the Jet Plane: Learning Life's Lessons,,
10057,The Titanic (Documentary),,
10534,Kimera: Vol. 1,,
6458,From Dusk Till Dawn: Full Tilt Boogie,,
9785,Beavis and Butt-head Do America,,
3872,Sharpe 10: Sharpe's Siege,,
432,Les Miserables in Concert,,
11252,Cadfael: The Devil's Novice,,
15790,Survival Island: IMAX,,
17534,The Newsroom: The Complete Series,,
7844,Jack Frost,,
1639,Battle Athletes: Vol. 1: On Your Mark,,
3365,National Geographic: Nature's Fury,,
11942,Profit: Season 1,,
7764,Evil Ed,,
5414,Friends: Season 3,,
7499,Independence Day: Bonus Material,,
1453,Van Halen: Video Hits: Vol. 1,,
13754,Profiler: Season 1,,
9829,Styx: Return to Paradise,,
5392,The Ultimate Beginner Series: Guitar Theory Basics,,
5388,Chef!: Series 3,,
15733,Welcome to the Dollhouse,,
5397,P.D. James: Original Sin,,
6326,Millennium: Season 1,,
3841,Tenchi the Movie: Tenchi Muyo! In Love,,
9738,Bastard out of Carolina,,
2826,Leading Man,,
10653,Werewolf,,
9637,Jerry Maguire: Bonus Material,,
6557,Cezanne: Three Colours Cezanne,,
882,Gloria Estefan: Evolution Tour: Live in Miami,,
16,Screamers,,
13547,The X-Files: Season 4,,
7385,Odyssey into the Mind's Eye,,
17159,Street Fighter II V: DVD,,
13514,A Touch of Frost: Season 4,,
9608,Love and Death on Long Island,,
2603,Everybody Loves Raymond: Season 1,,
11369,The Vicar of Dibley: Series 2 and Specials,,
15934,Ballykissangel: Series 1,,
13494,Lynrd Skynyrd: Freebird: The Movie / Tribute Tour,,
14772,Zion Canyon: Treasure of the Gods: IMAX,,
16937,Star Trek: Voyager: Season 3,,
12026,ER: Season 3,,
3932,Cosmic Voyage: IMAX,,
6530,Glory Daze,,
13566,The Magic of Flight: IMAX,,
194,Arliss: The Best of Arliss,,
5662,La Ceremonie,,
9684,Legend of Crystania: The Motion Picture,,
3964,Blue Angels: Rolling in Sky,,
11237,Hercules: The Legendary Journeys: Season 3,,
3031,Pompatus of Love,,
10017,The Journey of August King,,
7386,Ninja Cadets,,
10619,"Sgt. Kabukiman, N.Y.P.D.",,
5954,Poirot: Dumb Witness,,
16543,Superman: Last Son of Krypton,,
2220,Sliders: Season 3,,
17699,3rd Rock from the Sun: Season 1,,
10188,Mysteries of the Deep: Legendary Shipwrecks: Last Voyage of the Lusitania,,
1008,Ken Burns' The West,,
16561,The Flower of My Secret,,
11091,3rd Rock from the Sun: Season 2,,
17125,The Pest,,
6986,Milk and Money,,
16527,Frisk,,
15245,Hetty Wainthropp Investigates: Series 1,,
1015,"Dr. Quinn, Medicine Woman: Season 5",,
6800,Timothy Leary's Last Trip,,
5500,The Bible Collection: Samson and Delilah,,
13038,Sci-Fighters,,
12498,Goosebumps: Welcome to Dead House,,
14348,The Wright Stuff: American Experience,,
11146,Menno's Mind,,
2678,Price of Desire,,
9201,Sabrina: The Teenage Witch,,
13010,Angels and Insects,,
4360,Mr. Show: Season 2,,
1006,Inspector Morse 30: The Daughters of Cain,,
4381,Sharpe 9: Sharpe's Regiment,,
14436,Frasier: Season 4,,
12788,Yu-Gi-Oh,,
6890,Lawnmower Man 2: Jobe's War,,
7596,Absolutely Fabulous: Absolutely Special,,
702,For the Moment,,
13895,Homicide: Life on the Street: Season 5,,
6937,Spin City: Michael J. Fox: His All-Time Favorites: Vol. 1,,
2236,Superman the Animated Series: A Little Piece of Home,,
4534,National Geographic: 30 Years of National Geographic Specials,,
2523,Matilda: Special Edition,,
4528,Xena: Warrior Princess: Season 2,,
1042,Forgotten Silver,,
1812,George Winston: Seasons in Concert: Windham Hill,,
2861,Babylon 5: Season 4,,
531,You're Invited to Mary-Kate and Ashley's Vacation Parties,,
6047,Dark Planet,,
6839,Marquis De Sade: Intimate Tales of the Dark Prince,,
1787,Omega Doom / Blind Fury: Double Feature,,
6390,Saved by the Bell: The New Class: Season 4,,
2719,The Politician's Wife,,
11539,Dogs: The Rise and Fall of an All Girl Bookie Joint,,
8855,The Best of The Steve Harvey Show,,
16434,Dragon Ball Z: Bojack Unbound,,
6951,Discworld: Wyrd Sisters,,
12829,Last Assassins,,
4481,Great Alaska Train Adventure,,
17688,Hetty Wainthropp Investigates: Series 2,,
11120,The Truce,,
6965,Robinson Crusoe,,
15617,Hype,,
1841,Yoga for Meditation,,
10112,As Time Goes By: Series 5,,
13274,Daredevil vs. Spiderman,,
7655,The Best Bits of Mr. Bean,,
2649,Beast Wars Transformers: Season 1,,
14198,Trainspotting: Collector's Edition,,
3637,Ed McBain's 87th Precinct,,
8324,The Bible Collection: Moses,,
13296,Slayers: Return,,
2175,Memories,,
8364,National Geographic: Inside American Power: The White House,,
3632,Darkdrive,,
4910,Allyson is Watching,,
7197,7th Heaven: Season 1,,
4126,Vice Girls,,
1140,To Gillian on her 37th Birthday,,
10983,Teletubbies: Look! Playful Patterns and Simple Shapes,,
10434,Zero Woman: The Accused,,
16801,Dragon Ball Z: Broly's Second Coming,,
16802,The Grass Harp,,
8205,Strip for Action,,
14701,Dragon Ball Z: Great Saiyaman: Declaration,,
9891,Three Musketeers (Animated),,
1293,Children of the Corn 4: The Gathering,,
3784,The Pretender: Season 1,,
7550,Big Wars,,
7228,Gamera 2: Attack of Legion,,
109,No Way Back,,
16086,Chinese Chocolate,,
1092,Thin Line Between Love & Hate,,
13150,The Odyssey of Life: The Photographer's Secrets: Nova,,
10859,Alice in Chains: Unplugged,,
4809,Question of Luck,,
657,Highlander: Season 5,,
4257,French & Saunders: Living in a Material World,,
555,Cadfael: A Morbid Taste for Bones,,
16646,Love Etc.,,
13064,Danielle Steel's Remembrance,,
11632,Un Air De Famille (aka Family Resemblances),,
16296,Richard Avedon: Darkness and Light,,
14329,Occasional Hell,,
15307,The Best of Friends: Season 3,,
11068,Prime Suspect 5,,
1888,Reborn from Hell,,
11473,The Sorcerer Hunters,,
7083,Island of Dr. Moreau: Director's Cut,,
10758,Darkman 3: Die Darkman Die,,
456,Emma (Miniseries),,
8459,America America,,
15088,Yamamoto Yohko: Starship Girl,,
4230,Of Love and Shadows,,
8430,Gundam: The 08th MS Team: The Movie: Miller's Report,,
7177,Palookaville,,
14851,Jay Jay the Jet Plane: Supersonic Pals,,
3237,Plump Fiction,,
5431,Emperor's Shadow,,
4517,Mimic,tt0119675,1.0
12723,Taste of Cherry,tt0120265,1.0
12667,The Sweet Hereafter,tt0120255,1.0
6905,Eye of God,tt0116261,1.0
3101,Dangerous Ground,tt0118927,1.0
9117,Virasat,tt0120456,1.0
4456,Cats Don't Dance,tt0118829,1.0
6072,Eve's Bayou,tt0119080,1.0
9016,The Man I Love,tt0173906,1.0
12550,Border,tt0118751,1.0
9011,Under the Lighthouse Dancing,tt0118030,1.0
9095,In the Company of Men,tt0119361,1.0
9072,Fierce Creatures,tt0119115,1.0
10193,Bee Gees: One Night Only,tt0500097,1.0
9049,Boogie Nights,tt0118749,1.0
10230,Wag the Dog,tt0120885,1.0
542,The Blackout,tt0118734,1.0
9111,Kiss the Girls,tt0119468,1.0
12656,Drive,tt0116147,1.0
9029,Nil by Mouth,tt0119792,1.0
2258,Lawyer Lawyer,tt0133059,1.0
6041,Black Circle Boys,tt0118730,1.0
15186,Gummo,tt0119237,1.0
11086,Julian Po,tt0119429,1.0
1082,Flood: A River's Rampage,tt0132965,1.0
10214,The Relic,tt0120004,1.0
9064,Colors Straight Up,tt0126249,1.0
8955,Twilight of the Dark Master,tt0279487,1.0
2403,Wolves at Our Door,tt0326413,1.0
4491,Rose Hill,tt0117515,1.0
16481,Women,tt5369172,1.0
6791,Incognito,tt0119365,1.0
9601,The Wedding Party,tt0120316,1.0
12039,Commandments,tt0115927,1.0
16953,Mohabbat,tt0217660,1.0
9728,As Good as It Gets,tt0119822,1.0
3923,Beverly Hills Ninja,tt0118708,1.0
1170,"Truth or Consequences, N.M.",tt0120383,1.0
12014,I Know What You Did Last Summer,tt0119345,1.0
6515,"Honey, We Shrunk Ourselves",tt6318906,1.0
6507,The Kid,tt0159507,1.0
16989,Conceiving Ada,tt0118882,1.0
9753,Dry Cleaning,tt0119773,1.0
3901,Career Girls,tt0118818,1.0
17002,Murder at 1600,tt0119731,1.0
9773,A Kid in Aladdin's Palace,tt0127624,1.0
17013,Killing Mr. Griffin,tt0119461,1.0
3886,Live Flesh,tt0118819,1.0
11004,The Apostle,tt0118632,1.0
3951,Meet Wally Sparks,tt0119644,1.0
9656,The Serpent's Kiss,tt0120100,1.0
1157,Chinese Box,tt0118851,1.0
4016,Zigzag,tt0120552,1.0
12104,Hero No. 1,tt0119285,1.0
9630,Teach Me Tonight,tt0181850,1.0
11739,Inventing the Abbotts,tt0119381,1.0
16908,Metro,tt0119664,1.0
12092,Batman & Robin,tt0118688,1.0
6270,Warriors of Virtue,tt0120479,1.0
10031,For Roseanna,tt0120034,1.0
14950,Keeping the Promise,tt0119454,1.0
621,Armageddon,tt0183892,1.0
143,The Game,tt0119174,1.0
11750,Clockwatchers,tt0118866,1.0
3956,Soul in the Hole,tt0122728,1.0
16932,Agent Aika,tt0270758,1.0
9784,Men with Guns,tt0119656,1.0
1588,Revolutionary Girl Utena,tt0205410,1.0
1605,The River,tt0119263,1.0
11906,First Time Felon,tt0119127,1.0
9972,Into Thin Air: Death on Everest,tt0118949,1.0
1191,Most Wanted,tt0119709,1.0
9882,The Fifth Element,tt0119116,1.0
2331,Bent,tt0118698,1.0
1194,Fall,tt0119098,1.0
3789,Thomas Jefferson,tt0118489,1.0
17129,The Devil's Advocate,tt0118971,1.0
14878,Chachi 420,tt0233422,1.0
3768,Playing God,tt0119906,1.0
9974,Fathers' Day,tt0119109,1.0
9959,The Man Who Knew Too Little,tt0120483,1.0
9926,8 Heads in a Duffel Bag,tt0118541,1.0
3,Character,tt0119448,1.0
2337,Double Team,tt0119013,1.0
11848,For Richer or Poorer,tt0119142,1.0
6393,Task Force,tt0133285,1.0
11833,All Over Me,tt0118586,1.0
9951,The Last Don,tt0118381,1.0
1614,First Degree,tt0677760,1.0
10945,The Land Before Time V: The Mysterious Island,tt0123950,1.0
9796,Breast Men,tt0133643,1.0
1179,The Education of Little Tree,tt0119052,1.0
17753,Maslin Beach,tt0229564,1.0
14923,Campfire Tales,tt0115813,1.0
14820,Deconstructing Harry,tt0118954,1.0
3847,Swept from the Sea,tt0120257,1.0
9818,L.A. Confidential,tt0119488,1.0
14822,Anastasia,tt0118617,1.0
1635,Striking Resemblance,tt0120228,1.0
3808,Best Men,tt0118702,1.0
6,Sick,tt0120126,1.0
9840,Lynyrd Skynyrd: Lyve from Steel Town,tt0252661,1.0
11929,Anaconda,tt0118615,1.0
10939,The Soong Sisters,tt0120164,1.0
11926,Mrs. Brown,tt0119280,1.0
17762,Gattaca,tt0119177,1.0
17131,Booty Call,tt0118750,1.0
14835,Stephen Hawking's Universe,tt0124259,1.0
9604,"A Gun, a Car, a Blonde",tt0120690,1.0
16879,Titanic,tt5722820,1.0
4034,Lifeline,tt0120115,1.0
16659,Deceiver,tt0119527,1.0
11059,The Thief,tt0124207,1.0
4272,Miracle in the Woods,tt0129238,1.0
1103,Jane Eyre,tt0119404,1.0
11648,Good Burger,tt0119215,1.0
17217,Paul Simon: Graceland,tt0219064,1.0
6718,Red Corner,tt0119994,1.0
12391,Ulee's Gold,tt0120402,1.0
6157,Hoodlum,tt0119311,1.0
4227,The Full Monty,tt0119164,1.0
6700,Fallen Angel,tt0119100,1.0
12363,The Woman in White,tt0137279,1.0
11672,The Last Time I Committed Suicide,tt0119502,1.0
15080,One Night Stand,tt0119832,1.0
10855,The Apocalypse,tt0118631,1.0
3604,Wedding Bell Blues,tt1090904,1.0
9166,Cheap Trick: Live in Australia,tt0231347,1.0
664,Office Killer,tt0119819,1.0
4354,Fever Pitch,tt0119114,1.0
6770,Witchcraft IX: Bitter Flesh,tt0118181,1.0
11066,Just Write,tt0119434,1.0
16607,Jungle 2 Jungle,tt0119432,1.0
3077,Turbulence,tt0120390,1.0
16608,Buddy,tt0118787,1.0
4323,On Guard,tt0118756,1.0
2889,"Fast, Cheap & Out of Control",tt0119107,1.0
9226,The Winter Guest,tt0120521,1.0
9235,G.I. Jane,tt0119173,1.0
14645,Behind the Lines,tt0120001,1.0
9365,Life According to Muriel,tt0161061,1.0
12330,Quicksilver Highway,tt0119975,1.0
12194,Smilla's Sense of Snow,tt0120152,1.0
1682,Absolute Power,tt7978888,1.0
11717,Romy and Michele's High School Reunion,tt0120032,1.0
2995,Things I Left in Havana,tt0125711,1.0
4050,Toothless,tt0127322,1.0
2790,T.N.T.,tt0131046,1.0
12149,Speed 2: Cruise Control,tt0120179,1.0
10051,Cinderella,tt0128996,1.0
10908,Byzantium: The Lost Empire,tt0344994,1.0
4036,Secrets of the Heart,tt0120090,1.0
16815,Traveller,tt0120366,1.0
9505,Insomnia,tt0119375,1.0
16765,Face/Off,tt0119094,1.0
4198,Happy Together,tt0118845,1.0
12324,Steam: The Turkish Bath,tt0119248,1.0
12309,The Postman,tt0119925,1.0
4183,The Designated Mourner,tt0118964,1.0
16750,Eddie Griffin: Voodoo Child,tt0435636,1.0
16756,Poison Ivy: The New Seduction,tt0119908,1.0
4161,I Think I Do,tt0125209,1.0
9432,Cop Land,tt0118887,1.0
2876,Addicted to Love,tt0118556,1.0
6221,Donnie Brasco,tt0119008,1.0
